# ID     FLUX_G     FLUX_R      FLUX_I    FLUX_VIS   FLUX_Z     FLUX_Y   FLUX_J   FLUX_H   FLUXERR_G   FLUXERR_R   FLUXERR_I   FLUXERR_VIS   FLUXERR_Z   FLUXERR_Y   FLUXERR_J   FLUXERR_H   ZSPEC     AGN_FLAG   SUPER_ID  
  6743   0.3523     0.5222    0.5474   0.5879   0.5543    0.7569   1.151    1.653    0.04887   0.07022   0.1572    0.05585   0.09684   0.1158    0.1132    0.1217    1.9092    0        59297  
  6744   0.486      0.5488    0.7866   0.8826   1.968     1.59     1.601    1.816    0.0518    0.07356   0.1666    0.05885   0.1016    0.1246    0.1223    0.1306    1.188     0        59246  
  6753   0.5841     1.118     1.573    1.445    2.217     3.062    5.067    6.352    0.07492   0.1112    0.2416    0.1112    0.1555    0.2371    0.2352    0.2467    1.8463    100      58328  
  6763   0.2019     0.2353    0.3961   0.3734   0.4019    0.5763   0.4896   0.4458   0.04815   0.06882   0.1544    0.04661   0.09449   0.1069    0.1049    0.1121    2.07099   0        59153  
  6770   0.1919     0.3755    0.21     0.3451   0.4891    0.6164   0.8866   1.124    0.05258   0.07344   0.1686    0.06047   0.1003    0.1012    0.09854   0.1067    2.1336    0        59168  
  6772   0.2655     0.5666    0.5753   0.5836   0.7567    0.7354   1.009    0.9214   0.04412   0.06232   0.1418    0.05329   0.08545   0.09013   0.08776   0.09458   2.4677    0        58988  
  6788   3.765      19.56     48.36    51.21    66.89     99.03    148.6    225.7    0.09269   0.1357    0.299     0.1536    0.1899    0.288     0.287     0.299     0.247     100      56852  
  6799   0.0875     0.0364    0.06311  0.4289   0.8276    1.531    2.835    4.577    0.05086   0.07427   0.1635    0.06816   0.1023    0.1498    0.1504    0.1561    1.2193    0        58661  
  6808   0.4763     0.4578    0.4732   0.5971   1.211     1.178    1.025    1.151    0.04724   0.06643   0.1519    0.04995   0.09191   0.1076    0.1059    0.1131    1.307     0        58376  
  6809   0.4892     0.51      0.767    0.5494   0.4878    0.4213   0.3261   1.075    0.04903   0.07061   0.1574    0.04974   0.09725   0.1269    0.1265    0.133     2.3528    0        58589  
  6823   0.3209     0.7374    1.803    1.846    3.112     3.879    6.016    8.559    0.05234   0.07487   0.1682    0.0745    0.1032    0.1311    0.1301    0.1373    1.097     0        57554  
  6826   0.4313     0.5078    0.6947   0.621    0.7045    0.831    0.7745   0.9004   0.04136   0.05737   0.1326    0.04148   0.07821   0.07222   0.06987   0.07621   1.2274    0        58586  
  6831   0.6332     0.9272    1.29     1.779    2.256     3.145    3.432    4.316    0.05464   0.07852   0.1756    0.07095   0.1086    0.1542    0.1552    0.1614    1.128     0        58232  
  6835   1.761      3.525     5.517    5.901    6.628     6.635    8.275    8.889    0.09504   0.1419    0.307     0.1304    0.2002    0.3522    0.351     0.3633    0.424     0        57728  
  6842   1.895      2.314     2.937    3.904    5.824     6.756    7.319    10.56    0.07054   0.1044    0.2265    0.1042    0.1468    0.299     0.304     0.3061    1.221     0        56075  
  6843   0.3101     0.2855    0.3339   0.357    0.09989   0.6915   0.5508   0.6381   0.04306   0.06308   0.1387    0.05488   0.08627   0.1015    0.09974   0.1066    1.414     0        58133  
  6851   0.07532    -0.008042 0.4874   0.4182   1.132     0.7388   1.262    2.128    0.04288   0.06159   0.1373    0.04225   0.08186   0.08522   0.08389   0.09003   1.2222    0        58169  
  6852   0.3694     0.4618    0.8232   0.5436   1.106     0.8594   0.988    1.209    0.04314   0.06179   0.1386    0.04638   0.08506   0.09827   0.09652   0.1032    1.8849    0        58205  
  6855   -0.02949   0.08665   0.5182   0.6951   1.793     2.893    5.516    9.061    0.05195   0.07386   0.1669    0.05793   0.1021    0.1217    0.12      0.128     1.149     0        57548  
  6875   0.4268     0.4085    1.108    0.8633   1.584     1.451    1.611    1.991    0.04405   0.06156   0.1413    0.04375   0.08408   0.07902   0.07653   0.08336   1.086     0        57620  
  6878   0.2572     2.266     10.47    11.45    16.13     20.97    26.17    37.34    0.05603   0.07994   0.1802    0.09147   0.11      0.1204    0.1169    0.1264    0.737     100      56621  
  6879   0.123      0.2288    0.3894   0.3238   0.551     0.4419   0.3623   0.8728   0.04098   0.05762   0.1315    0.05349   0.07868   0.07545   0.07329   0.08008   2.81146   0        58013  
  6880   1.191      3.374     6.955    7.575    9.275     11.53    13.47    17.06    0.09532   0.143     0.3076    0.1445    0.2012    0.366     0.3675    0.3782    0.618     0        56282  
  6882   0.2192     0.562     1.947    1.944    2.806     3.925    5.531    8.214    0.06663   0.09717   0.2145    0.08361   0.1349    0.1948    0.195     0.2038    0.837     0        57518  
  6884   3.95       8.634     13.73    14.54    18.28     20.26    21.88    28.24    0.07949   0.1175    0.2562    0.1357    0.1644    0.2721    0.2713    0.2817    0.419     0        55787  
  6887   0.2963     0.9156    1.944    1.858    2.508     2.703    3.005    3.954    0.04483   0.06319   0.144     0.05389   0.0864    0.08617   0.08339   0.09075   0.5375    0        57551  
  6891   0.1209     0.6158    2.401    2.9      4.286     5.208    7.135    10.1     0.06164   0.08815   0.1979    0.09969   0.1222    0.1469    0.1431    0.1536    0.738     0        56846  
  6903   0.2527     0.3998    0.4369   0.5709   0.187     0.6692   0.4761   1.043    0.03666   0.05277   0.1179    0.03768   0.07298   0.07545   0.07269   0.07909   2.688     110      57575  
  6907   2.443      3.794     7.694    8.563    10.11     11.57    14.17    17.01    0.1047    0.1571    0.3385    0.1773    0.2224    0.4123    0.4113    0.4244    0.764     0        56087  
  6916   0.9034     1.642     3.223    3.125    3.517     4.285    5.259    6.857    0.0675    0.09715   0.2171    0.0814    0.1355    0.189     0.1858    0.1954    0.525     0        56588  
  6925   2.834      5.504     9.741    9.453    11.1      12.27    13.73    16.61    0.06504   0.09502   0.2097    0.1018    0.1324    0.2017    0.2017    0.2098    0.5223    0        56783  
  6926   0.07381    0.9561    3.707    4.264    6.205     11.19    16.44    27.07    0.0717    0.1056    0.2315    0.1113    0.148     0.2478    0.2472    0.2561    0.737     100      55100  
  6929   0.2379     0.8998    2.907    2.917    4.354     5.421    7.341    10.15    0.07405   0.1079    0.2386    0.1291    0.1493    0.206     0.2036    0.2155    0.999     100      56624  
  6937   0.2671     0.2773    0.3732   0.506    0.6071    0.7366   0.8769   0.959    0.04179   0.05835   0.1342    0.04974   0.08193   0.08727   0.08556   0.09163   1.021     0        57488  
  6942   0.03659    0.04253   0.3391   0.3881   0.3596    0.9507   1.301    2.167    0.04025   0.05779   0.1293    0.06359   0.08023   0.09483   0.09311   0.09963   1.22      100      57176  
  6943   1.089      1.509     2.165    2.263    2.906     3.106    3.638    4.231    0.03955   0.05947   0.1272    0.05811   0.08222   0.1074    0.1041    0.1112    1.023     100      57269  
  6945   0.2772     0.3018    0.3169   0.4705   0.3949    0.5351   0.6233   0.7892   0.04593   0.06762   0.1476    0.07289   0.09175   0.1119    0.1092    0.1168    2.39314   0        57047  
  6947   0.3866     1.996     5.478    5.902    8.95      12.66    17.88    30.09    0.08115   0.1172    0.2607    0.1287    0.1629    0.2224    0.219     0.2312    0.577     0        56534  
  6955   1.484      1.706     2.66     2.566    2.819     3.036    3.498    3.751    0.04145   0.05828   0.133     0.05642   0.08152   0.101     0.09815   0.105     1.021     0        57107  
  6960   -0.01937   0.1185    0.3686   0.7496   1.471     3.471    6.529    10.75    0.052     0.07434   0.1674    0.07493   0.1027    0.1173    0.115     0.1231    1.605     100      56684  
  6961   0.2274     0.2438    0.4625   0.5479   0.4355    1.046    1.062    1.853    0.04573   0.06439   0.1467    0.05661   0.0884    0.09229   0.0895    0.09708   1.216     0        56576  
  6962   0.187      0.4229    1.245    1.597    2.575     4.41     6.711    10.61    0.06407   0.09376   0.2065    0.08192   0.1306    0.2016    0.2007    0.2092    1.094     0        55574  
  6963   0.3301     0.4017    0.5726   0.4034   0.588     0.6437   0.7928   0.8046   0.04024   0.05658   0.129     0.03622   0.0776    0.07119   0.06842   0.07505   1.307     0        57290  
  6964   0.5463     0.6495    1.256    1.403    2.068     2.335    2.975    3.619    0.04936   0.07062   0.1589    0.06624   0.09747   0.1178    0.1165    0.1234    1.127     0        56756  
  6965   1.382      2.358     2.861    2.996    3.204     3.182    3.375    3.282    0.0669    0.09762   0.2159    0.1055    0.1361    0.2055    0.2051    0.2138    0.273     0        55580  
  6966   0.3794     0.5458    1.593    1.736    2.315     3.176    3.753    4.751    0.05317   0.07577   0.1705    0.07521   0.1047    0.1395    0.1387    0.1462    1.033     0        56735  
  6968   0.1353     0.4936    1.179    1.359    1.893     2.398    3.404    4.255    0.04658   0.06539   0.1495    0.05102   0.08954   0.09251   0.09053   0.0974    1.032     0        56978  
  6969   0.7139     0.8145    0.8309   0.9975   0.6095    0.8911   1.446    1.657    0.04729   0.06829   0.1518    0.07885   0.0946    0.1134    0.111     0.119     2.226     100      56462  
  6974   0.05412    0.1189    0.3941   0.4962   0.7228    2.099    3.744    6.1      0.04163   0.0583    0.1336    0.04842   0.08034   0.0879    0.08557   0.09239   1.615     0        56711  
  6980   1.271      1.821     3.678    4.191    6.762     8.409    10.84    14.54    0.0849    0.1272    0.2736    0.1404    0.1832    0.4042    0.3987    0.41      1.088     100      55514  
  6990   2.251      6.576     11.54    11.53    14.07     15.53    18.2     22.52    0.06515   0.09444   0.2094    0.1011    0.1313    0.1917    0.1907    0.1997    0.276     0        55616  
  7014   0.8557     1.08      1.541    1.896    3.482     4.095    5.233    6.545    0.07456   0.1107    0.2399    0.1162    0.1568    0.3147    0.3107    0.3201    1.2876    0        55643  
  7015   0.01172    0.6094    3.432    3.818    5.892     7.889    10.19    14.42    0.05304   0.07559   0.1704    0.07663   0.1042    0.1157    0.1127    0.1215    0.895     0        55823  
  7019   3.0        6.51      9.524    9.217    10.04     11.64    11.23    12.87    0.1276    0.1929    0.4124    0.1911    0.2741    0.5651    0.568     0.5794    0.218     100      54443  
  7020   0.5231     0.5075    0.9408   0.8871   1.422     1.294    1.582    2.089    0.05583   0.07974   0.1792    0.07377   0.1095    0.122     0.1194    0.1283    1.2213    0        56660  
  7037   0.155      1.375     5.311    5.463    7.704     9.172    10.94    15.28    0.04446   0.06223   0.1425    0.05308   0.08521   0.08099   0.07817   0.08527   0.736     0        56216  
  7041   0.3528     1.766     8.116    8.981    12.33     17.39    22.98    32.73    0.05566   0.07929   0.1788    0.09287   0.1091    0.121     0.1178    0.1271    0.735     101      55082  
  7049   0.422      1.04      4.468    5.19     8.411     10.43    13.26    17.75    0.05505   0.0784    0.177     0.08627   0.1086    0.129     0.1264    0.135     1.016     100      55337  
  7055   0.6736     1.047     1.984    1.968    2.392     2.918    4.914    8.894    0.0523    0.07376   0.168     0.07392   0.1028    0.1236    0.1214    0.1289    2.223     111      56057  
  7056   0.08975    0.1334    0.3952   0.2539   0.3636    0.1801   0.2289   0.1004   0.04947   0.06883   0.1584    0.03376   0.09204   0.06615   0.06324   0.07011   0.614     0        56606  
  7058   1.351      2.356     3.267    3.193    2.781     3.302    3.295    3.783    0.05193   0.07419   0.167     0.0714    0.1022    0.1182    0.1158    0.1242    0.1315    0        55544  
  7059   0.293      0.5499    1.354    1.538    1.506     2.241    2.351    3.028    0.07058   0.1068    0.228     0.1318    0.1499    0.2676    0.2651    0.2755    0.75      0        56330  
  7066   0.1003     0.1793    0.08071  0.2166   0.0584    0.3553   0.3662   0.772    0.03994   0.05659   0.128     0.04326   0.07763   0.07258   0.07044   0.07699   2.4469    0        56342  
  7068   0.4654     1.271     3.306    3.831    5.543     7.031    10.12    15.03    0.05877   0.08439   0.1887    0.09077   0.1166    0.1445    0.1421    0.1515    1.033     100      55559  
  7069   0.3496     0.3925    0.7982   0.4913   0.9441    1.137    1.18     1.465    0.05004   0.07045   0.1604    0.04707   0.09655   0.1189    0.1177    0.1249    1.331     0        56252  
  7075   0.05768    0.4606    1.435    1.376    1.901     3.257    4.899    8.684    0.06586   0.09659   0.212     0.09241   0.1343    0.1983    0.1978    0.2063    1.2209    0        55457  
  7077   0.3125     0.3794    0.8922   0.8613   0.797     0.9482   0.8429   1.098    0.04306   0.06094   0.1381    0.05123   0.0834    0.08941   0.08753   0.09408   0.206     0        56156  
  7081   0.04351    0.3337    1.37     1.627    3.014     3.566    4.427    6.244    0.04263   0.06001   0.1368    0.0473    0.08191   0.07518   0.07228   0.07929   1.032     0        55799  
  7082   0.2054     0.396     0.5488   0.7079   1.069     1.725    1.835    2.812    0.05811   0.08433   0.1871    0.0955    0.1179    0.1542    0.1505    0.1603    1.435     0        56114  
  7085   1.225      5.459     11.62    12.37    15.91     19.82    26.19    37.04    0.06139   0.08827   0.1971    0.08652   0.1222    0.1607    0.1583    0.1671    0.333     0        54959  
  7102   0.8304     1.306     2.447    2.353    2.711     2.629    2.966    3.484    0.06086   0.08798   0.1956    0.07635   0.1216    0.1613    0.1599    0.1686    0.67884   0        55274  
  7112   0.7249     2.087     5.271    5.68     7.832     9.344    13.04    16.83    0.0621    0.08985   0.1997    0.0946    0.1247    0.1715    0.1692    0.1787    0.896     100      55028  
  7122   1.012      1.587     4.097    3.909    4.399     5.896    7.116    8.031    0.08076   0.12      0.2605    0.1185    0.1697    0.3206    0.3219    0.33      0.742     0        55166  
  7125   0.1059     0.1767    0.9423   1.099    2.051     4.651    7.38     11.31    0.04908   0.06955   0.1574    0.0651    0.09535   0.1028    0.09997   0.108     1.306     0        55286  
  7129   1.882      2.382     3.065    3.219    2.893     3.017    3.043    3.437    0.08665   0.1276    0.2802    0.1567    0.1845    0.3587    0.3607    0.3698    0.258     0        55637  
  7142   0.1295     1.094     4.962    5.248    7.65      10.62    14.9     23.94    0.06149   0.08843   0.1978    0.08751   0.1218    0.1463    0.1442    0.1539    0.726     0        54575  
  7162   0.5091     0.6678    0.9282   1.065    1.353     2.31     2.617    3.623    0.05549   0.07885   0.1783    0.08126   0.1113    0.1842    0.1839    0.1908    1.3157    0        55235  
  7166   0.6967     0.9299    1.755    1.91     2.74      2.699    3.618    4.224    0.06132   0.08835   0.1971    0.07747   0.1228    0.1737    0.1722    0.181     1.039     0        54788  
  7183   0.6493     0.7732    1.113    1.249    1.73      2.243    2.693    3.484    0.04506   0.06306   0.1448    0.0482    0.08614   0.08319   0.08062   0.08774   1.61      0        55067  
  7185   0.8474     2.101     2.841    3.492    3.641     3.327    4.816    4.994    0.1221    0.1821    0.3942    0.1635    0.2591    0.4651    0.4611    0.4793    0.338     0        53630  
  7193   0.1422     0.4294    0.4685   0.5657   1.133     0.5151   0.8706   1.276    0.04558   0.06475   0.1464    0.06205   0.08911   0.1026    0.1006    0.1073    2.70797   0        55142  
  7195   0.585      2.863     6.676    6.839    8.564     10.09    12.65    17.81    0.06019   0.08635   0.1936    0.1033    0.1195    0.146     0.1426    0.1526    0.368     0        54023  
  7196   0.1493     0.2378    0.7287   0.7798   1.175     1.457    1.647    1.844    0.05107   0.07478   0.1645    0.07018   0.1037    0.1407    0.1381    0.1465    1.032     0        54737  
  7200   2.731      7.461     19.06    20.1     24.41     36.1     46.15    66.38    0.1069    0.1589    0.3446    0.1691    0.2229    0.3539    0.3514    0.3677    0.669     0        53459  
  7218   0.2613     1.005     2.958    3.152    4.379     5.824    7.705    12.35    0.06187   0.08913   0.1992    0.0814    0.1234    0.1566    0.1543    0.1635    0.533     0        54776  
  7219   0.1087     0.09236   0.2276   0.2754   0.2461    0.3582   0.2908   0.3007   0.04094   0.05574   0.1313    0.03312   0.0763    0.06604   0.06329   0.06962   0.58      0        55220  
  7220   1.228      2.004     4.005    4.02     4.564     5.01     5.887    6.864    0.06175   0.08883   0.1983    0.09806   0.1241    0.1924    0.1934    0.2002    0.7359    0        54302  
  7221   0.1648     1.121     5.299    7.341    13.8      24.15    34.23    50.42    0.0706    0.1015    0.2272    0.1299    0.1411    0.1754    0.1717    0.1834    1.096     100      52625  
  7234   0.7634     0.8768    1.718    1.975    1.925     4.434    5.353    8.375    0.07623   0.1126    0.2461    0.121     0.1587    0.2885    0.2887    0.2975    1.295     0        53786  
  7259   6.969      16.81     25.53    25.72    28.02     29.15    34.15    39.1     0.1546    0.2357    0.499     0.2134    0.333     0.6792    0.6825    0.6975    0.231     100      51794  
  7269   0.3613     0.3791    0.5631   0.5107   0.9344    1.028    1.233    1.608    0.04317   0.06085   0.1384    0.04096   0.08328   0.08345   0.08098   0.08775   1.7245    0        54548  
  7270   0.05635    0.2136    0.4467   0.7465   1.045     2.111    3.416    5.74     0.05417   0.07771   0.1746    0.06689   0.1088    0.1604    0.1599    0.1677    1.109     0        54284  
  7276   0.1168     0.9138    3.809    4.189    5.576     8.31     11.1     16.07    0.05873   0.08349   0.1889    0.1049    0.115     0.1276    0.1243    0.134     0.668     0        53789  
  7282   0.1345     0.326     0.3818   0.288    0.1303    0.3757   0.2194   0.3096   0.03723   0.0542    0.1194    0.05165   0.07315   0.07669   0.07512   0.08107   3.092     0        54398  
  7285   0.1995     0.3811    0.7666   0.9911   0.9625    1.483    2.021    2.511    0.04764   0.06771   0.1532    0.05756   0.0928    0.101     0.09913   0.1063    0.96562   0        54440  
  7295   0.2068     0.2487    0.3611   0.4994   0.4886    0.4842   0.6859   0.9851   0.04342   0.06204   0.1395    0.04752   0.08542   0.08993   0.08815   0.0949    2.8645    0        54356  
  7303   10.64      11.88     14.06    15.49    13.12     14.65    15.02    22.54    0.04269   0.05935   0.1367    0.05329   0.08076   0.06865   0.06542   0.07242   1.216     100      52949  
  7305   0.6279     0.6842    0.8147   1.027    1.913     1.786    1.906    2.54     0.05453   0.07843   0.1757    0.0651    0.1094    0.1504    0.1498    0.1575    1.225     0        53972  
  7314   0.4055     0.5685    0.9539   0.9398   0.9716    1.114    1.076    1.157    0.04363   0.06161   0.1404    0.05349   0.08457   0.08836   0.08539   0.09265   0.69021   0        53339  
  7315   0.3147     0.3243    0.7421   0.5006   0.6913    0.9726   1.64     2.221    0.04167   0.05866   0.1336    0.0399    0.07986   0.07106   0.06831   0.07496   1.7269    110      53924  
  7324   0.1538     0.1207    0.3493   0.3976   0.4708    0.8703   1.163    1.114    0.0474    0.06736   0.1526    0.05623   0.09346   0.1126    0.1097    0.1175    1.221     0        54236  
  7325   0.3226     2.679     11.03    12.05    16.78     23.28    29.96    43.43    0.06556   0.09413   0.2107    0.115     0.1299    0.1581    0.1551    0.1656    0.738     100      52214  
  7338   1.407      3.235     4.484    4.733    5.553     5.709    6.15     6.868    0.07791   0.1128    0.251     0.09584   0.1583    0.2354    0.2336    0.2443    0.332     0        53555  
  7341   0.589      0.6928    0.9592   1.444    1.812     1.821    1.922    2.211    0.07324   0.1077    0.2358    0.116     0.1504    0.2376    0.2372    0.2471    0.95368   0        53594  
  7355   4.545      12.99     22.59    23.66    28.71     30.65    37.79    45.88    0.1654    0.2466    0.534     0.2147    0.353     0.7023    0.7006    0.7189    0.337     0        52496  
  7356   -0.01237   0.1519    0.4234   0.6632   1.172     1.772    2.605    3.83     0.04662   0.06681   0.1498    0.06153   0.09206   0.1023    0.09928   0.1072    1.098     0        53687  
  7358   0.2331     0.488     1.576    1.427    2.102     2.563    3.548    4.468    0.0472    0.06663   0.1517    0.06065   0.09148   0.09597   0.09409   0.1011    0.895     0        53384  
  7361   -0.03163   0.1436    0.2393   0.4529   1.031     2.017    4.841    8.518    0.04509   0.06669   0.1449    0.05811   0.09237   0.104     0.09997   0.1086    1.91      100      53264  
  7372   0.18       0.2058    0.1235   0.2808   0.01457   0.2385   0.3056   0.3      0.04662   0.064     0.1495    0.03853   0.08542   0.07963   0.07763   0.08419   0.669     0        53642  
  7376   0.1284     0.4007    1.038    1.016    1.773     2.122    3.143    4.354    0.05305   0.07638   0.1706    0.06721   0.1052    0.1331    0.1322    0.1398    1.096     0        53237  
  7385   0.1806     0.3889    0.3758   0.4294   0.9187    0.4663   0.6978   1.199    0.05067   0.07126   0.1627    0.04995   0.09791   0.1161    0.1145    0.1216    2.69138   0        53525  
  7393   0.07893    0.1205    0.8642   0.727    1.048     1.385    2.199    3.272    0.05663   0.08213   0.1816    0.06118   0.1145    0.1665    0.1658    0.1743    1.095     0        53144  
  7394   0.9932     1.131     1.902    1.852    2.254     2.255    2.639    2.651    0.04789   0.06797   0.1537    0.05699   0.09338   0.1087    0.1069    0.1143    1.04      0        53180  
  7407   0.6802     0.5897    0.8669   0.8969   1.346     1.282    1.372    1.571    0.04363   0.06162   0.1403    0.05308   0.08546   0.08865   0.08602   0.09309   1.224     0        53240  
  7409   1.167      1.938     4.19     3.983    4.417     4.99     5.352    6.363    0.05979   0.08575   0.1924    0.08702   0.119     0.1586    0.1567    0.1656    0.726     0        52295  
  7410   0.5844     0.6069    0.5328   0.752    0.9994    0.9255   0.8801   1.1      0.04096   0.05917   0.1318    0.05165   0.08137   0.08314   0.08062   0.08747   1.2232    0        53216  
  7416   1.065      2.695     7.121    9.024    13.49     20.42    27.51    41.64    0.09768   0.1429    0.3142    0.2051    0.1992    0.2637    0.2579    0.2754    0.955     100      51215  
  7421   0.009941   0.1626    0.9243   0.9763   1.14      2.214    3.004    4.907    0.04849   0.06869   0.1558    0.06926   0.09468   0.1097    0.1077    0.1149    0.733     0        52880  
  7434   0.6671     2.409     7.523    8.668    12.26     20.16    31.01    48.68    0.1139    0.1677    0.3677    0.2002    0.2411    0.4299    0.4276    0.4429    0.9534    100      51491  
  7436   0.6488     0.6062    0.9263   1.049    1.035     1.226    1.511    1.629    0.03529   0.05137   0.1132    0.06011   0.07145   0.1104    0.1094    0.1146    1.018     0        52613  
  7439   1.284      2.685     4.196    4.267    4.66      4.776    5.071    5.955    0.04919   0.07134   0.1587    0.07939   0.1007    0.1267    0.1246    0.1328    0.2177    0        52406  
  7443   0.07165    0.235     1.28     1.437    2.664     4.693    6.663    9.509    0.05271   0.07514   0.1695    0.08087   0.1038    0.1189    0.1162    0.1246    1.222     0        52391  
  7444   0.9683     1.362     1.911    2.447    2.326     2.884    3.245    3.106    0.06846   0.1017    0.2206    0.1007    0.1417    0.2193    0.2167    0.2281    0.738     0        52352  
  7449   0.03259    0.4604    0.7938   0.6349   0.6541    0.5919   0.5062   0.6857   0.04385   0.06105   0.141     0.0482    0.08679   0.09635   0.09405   0.101     3.601     0        52844  
  7451   0.6127     1.097     2.283    2.16     2.686     2.809    3.213    3.922    0.05581   0.08083   0.1802    0.07733   0.112     0.1718    0.1729    0.1789    0.727     0        52463  
  7454   0.6001     0.5732    0.6437   0.5309   0.4146    0.5828   0.6676   0.9675   0.05099   0.07245   0.1638    0.0493    0.09979   0.1162    0.1141    0.1224    1.89155   0        52634  
  7459   2.259      12.27     29.23    30.61    37.66     44.71    56.02    75.4     0.06083   0.0872    0.1957    0.1113    0.121     0.1459    0.1428    0.1528    0.366     0        51806  
  7460   1.176      8.177     25.37    26.1     33.84     39.71    50.59    71.01    0.07254   0.1043    0.2335    0.1477    0.1443    0.1715    0.1673    0.1796    0.523     0        49796  
  7461   0.1755     0.3167    0.2236   0.314    0.04734   0.1893   0.3391   0.4102   0.04925   0.06575   0.1577    0.03739   0.09044   0.07503   0.07232   0.07925   2.86514   0        52865  
  7462   0.9279     0.8428    1.155    1.034    0.5964    1.225    1.305    1.086    0.04426   0.0626    0.1421    0.05102   0.08578   0.08586   0.08307   0.09034   1.61      0        52415  
  7463   0.495      1.128     2.017    2.083    2.711     2.614    2.889    3.329    0.04574   0.06439   0.1468    0.05429   0.0883    0.08937   0.0868    0.09404   0.539     0        52529  
  7476   0.4471     0.491     0.88     0.7511   1.136     1.192    1.46     1.459    0.05642   0.08265   0.1815    0.09029   0.1164    0.1869    0.1868    0.194     1.219     0        52409  
  7478   3.06       8.136     15.04    15.01    17.9      19.98    22.26    25.85    0.1593    0.2384    0.5134    0.208     0.3374    0.6053    0.6012    0.6239    0.523     0        50501  
  7480   0.05266    0.2503    1.139    1.389    2.047     2.983    4.164    6.337    0.05677   0.08197   0.1826    0.08205   0.1139    0.1622    0.1609    0.1693    0.84      0        52064  
  7490   0.5924     0.6071    0.9636   0.7844   1.309     1.182    1.024    1.556    0.05171   0.07436   0.1665    0.06848   0.1039    0.1547    0.155     0.1615    1.3065    0        52142  
  7491   1.088      2.914     5.74     6.177    8.064     9.97     14.37    24.89    0.09062   0.1328    0.2922    0.1332    0.1872    0.3066    0.3049    0.3162    0.426     0        51584  
  7496   0.5365     1.006     2.163    2.397    2.723     3.581    4.388    4.79     0.06174   0.08729   0.1991    0.1285    0.1289    0.2135    0.2131    0.2213    0.9566    0        52085  
  7505   3.927      6.594     9.082    9.092    9.532     9.255    9.779    11.17    0.06349   0.09236   0.2043    0.09915   0.1279    0.1761    0.1748    0.184     0.151     0        51488  
  7513   0.7181     1.958     4.018    4.465    5.824     7.049    8.854    11.8     0.08489   0.1253    0.2741    0.1231    0.1744    0.2575    0.2559    0.2689    0.562     0        50657  
  7517   2.714      5.919     9.853    10.16    12.2      13.42    15.41    17.93    0.1301    0.1953    0.42      0.1756    0.2764    0.4741    0.4685    0.49      0.42      0        50972  
  7519   0.2573     0.2519    0.366    0.6057   0.8264    1.203    1.513    2.625    0.05088   0.07357   0.1635    0.05885   0.1015    0.1379    0.1375    0.1436    1.622     0        51860  
  7520   0.4661     1.713     5.829    6.047    7.34      11.52    16.56    26.68    0.06632   0.09569   0.2134    0.111     0.133     0.1634    0.1601    0.1706    0.523     0        51185  
  7522   0.2722     0.7329    0.931    1.076    1.151     1.096    1.199    1.321    0.05049   0.0721    0.1623    0.0717    0.09957   0.1171    0.115     0.123     0.338     0        51878  
  7530   0.5651     0.4315    0.6791   0.5953   0.8638    1.053    1.601    1.65     0.06177   0.09039   0.1989    0.08425   0.1256    0.174     0.1733    0.1811    1.611     0        51914  
  7532   1.276      6.372     19.4     20.92    27.17     35.68    48.25    70.77    0.09506   0.1377    0.3057    0.1535    0.1912    0.2454    0.241     0.2563    0.523     0        50708  
  7534   0.6196     2.663     5.646    6.099    7.268     8.171    9.722    12.57    0.05695   0.08159   0.1831    0.08763   0.1128    0.1394    0.1372    0.146     0.367     0        51272  
  7537   0.4706     0.7616    1.339    1.289    1.384     1.359    1.397    1.496    0.04024   0.05668   0.129     0.04174   0.07754   0.07166   0.06873   0.07548   0.998     0        51785  
  7548   0.3554     0.347     0.385    0.4755   0.7835    0.715    0.9149   1.327    0.04501   0.06428   0.1447    0.06753   0.08874   0.0998    0.09769   0.1048    2.0065    0        51764  
  7557   9.454      17.67     25.37    25.73    26.69     30.03    32.43    36.39    0.08124   0.12      0.262     0.1381    0.1682    0.2903    0.291     0.3001    0.1469    100      50534  
  7561   2.183      3.821     6.837    7.479    8.937     10.04    10.64    13.21    0.07568   0.1113    0.2436    0.1129    0.1573    0.2975    0.2985    0.3052    0.647     0        50888  
  7569   0.2022     0.6623    1.938    2.646    5.236     7.921    10.16    13.75    0.04482   0.0629    0.1436    0.05123   0.08605   0.08464   0.08189   0.08911   1.222     100      51179  
  7577   1.896      4.979     9.144    9.128    10.54     11.14    13.01    15.45    0.05794   0.08263   0.186     0.09124   0.1142    0.1338    0.131     0.1404    0.2764    0        50558  
  7588   0.5783     0.6016    0.8177   0.8368   0.6138    1.401    1.54     1.693    0.04458   0.06335   0.1432    0.05994   0.08664   0.08844   0.08629   0.0931    1.6091    0        51308  
  7594   0.05658    0.2049    0.9714   1.529    2.273     4.396    6.312    9.039    0.05117   0.07264   0.1644    0.07435   0.1001    0.1105    0.1075    0.116     1.097     0        50735  
  7598   0.3988     1.138     4.282    4.228    5.834     9.528    15.33    24.31    0.0818    0.12      0.2632    0.1073    0.169     0.2933    0.2935    0.3039    0.831     0        50072  
  7600   0.1398     0.2455    0.4678   0.3785   0.1136    0.3343   0.2967   0.3585   0.05565   0.07991   0.1792    0.0583    0.1118    0.1467    0.1467    0.1538    3.2365    0        51224  
